endDate;heatDays;summerDays;tropicalNights;iceDays
1937-10-18;6;61;0;21
1938-10-18;14;49;1;9
1939-10-18;11;68;0;4
1940-10-18;2;38;0;55
1941-10-18;1;38;0;29
1942-10-18;12;60;0;50
1943-10-18;11;58;0;20
1944-10-18;11;48;0;15
1945-10-18;null;null;null;null
1946-10-18;null;null;null;null
1947-10-18;null;null;null;null
1948-10-18;9;60;0;12
1949-10-18;13;54;0;12
1950-10-18;24;81;2;22
1951-10-18;9;59;0;6
1952-10-18;26;71;0;17
1953-10-18;10;62;0;15
1954-10-18;15;54;0;40
1955-10-18;3;43;0;28
1956-10-18;4;52;0;35
1957-10-18;11;49;0;10
1958-10-18;10;51;0;14
1959-10-18;4;43;0;15
1960-10-18;1;31;0;19
1961-10-18;11;52;0;18
1962-10-18;12;53;0;20
1963-10-18;16;60;0;44
1964-10-18;11;57;0;35
1965-10-18;10;39;0;14
1966-10-18;6;44;0;20
1967-10-18;18;62;0;12
1968-10-18;13;51;0;10
1969-10-18;9;61;0;20
1970-10-18;8;50;0;24
1971-10-18;18;65;0;26
1972-10-18;11;42;1;19
1973-10-18;14;56;0;11
1974-10-18;9;47;0;3
1975-10-18;5;65;0;0
1976-10-18;12;48;1;11
1977-10-18;6;60;0;10
1978-10-18;3;42;0;11
1979-10-18;8;56;0;21
1980-10-18;5;33;2;21
1981-10-18;11;55;1;14
1982-10-18;7;61;0;30
1983-10-18;15;69;2;11
1984-10-18;6;40;0;5
1985-10-18;6;54;0;36
1986-10-18;13;64;1;31
1987-10-18;6;54;1;39
1988-10-18;18;54;1;6
1989-10-18;4;36;1;7
1990-10-18;null;null;null;null
1991-10-18;null;null;null;null
1992-10-18;null;null;null;null
1993-10-18;null;null;null;null
1994-10-18;561;1952;44;495
1995-10-18;0;0;0;0
1996-10-18;0;0;0;0
1997-10-18;0;0;0;0
1998-10-18;18;59;3;9
1999-10-18;8;53;0;16
2000-10-18;24;71;0;14
2001-10-18;17;60;2;9
2002-10-18;12;67;1;11
2003-10-18;39;99;4;20
2004-10-18;9;52;0;17
2005-10-18;10;60;1;22
2006-10-18;21;59;2;25
2007-10-18;18;75;2;2
2008-10-18;8;71;0;5
2009-10-18;12;72;0;23
2010-10-18;16;52;2;28
2011-10-18;17;79;0;15
2012-10-18;32;87;3;15
2013-10-18;27;67;4;19
2014-10-18;12;64;0;10
2015-10-18;41;76;5;2
2016-10-18;17;84;0;8
2017-10-18;36;79;3;23
2018-10-18;32;109;1;11
2019-10-18;38;85;2;5
2020-10-18;16;71;0;3
2021-10-18;23;78;3;6
2022-10-18;28;93;2;1
