endDate;heatDays;summerDays;tropicalNights;iceDays
1962-09-24;4;42;0;17
1963-09-24;6;51;0;39
1964-09-24;0;48;0;27
1965-09-24;2;30;0;8
1966-09-24;1;28;0;19
1967-09-24;5;44;0;9
1968-09-24;4;35;0;14
1969-09-24;3;47;0;20
1970-09-24;1;43;0;22
1971-09-24;2;49;0;18
1972-09-24;3;41;1;23
1973-09-24;2;56;0;9
1974-09-24;9;37;0;3
1975-09-24;0;57;0;0
1976-09-24;5;34;0;16
1977-09-24;1;45;0;7
1978-09-24;2;24;0;15
1979-09-24;2;50;0;18
1980-09-24;2;31;0;20
1981-09-24;4;53;0;11
1982-09-24;2;61;0;28
1983-09-24;9;71;0;2
1984-09-24;2;31;0;9
1985-09-24;1;54;0;35
1986-09-24;9;62;0;29
1987-09-24;6;59;0;23
1988-09-24;16;52;0;4
1989-09-24;1;52;1;7
1990-09-24;4;57;0;11
1991-09-24;2;49;0;14
1992-09-24;26;74;0;2
1993-09-24;15;58;0;10
1994-09-24;22;76;0;6
1995-09-24;4;64;0;9
1996-09-24;4;50;0;27
1997-09-24;1;72;0;17
1998-09-24;14;59;1;5
1999-09-24;6;58;0;11
2000-09-24;18;70;0;7
2001-09-24;19;77;0;8
2002-09-24;13;73;1;8
2003-09-24;46;104;2;14
2004-09-24;8;55;1;7
2005-09-24;9;68;2;15
2006-09-24;22;59;0;18
2007-09-24;18;71;0;1
2008-09-24;5;70;0;5
2009-09-24;7;64;0;15
2010-09-24;14;61;0;24
2011-09-24;11;70;0;17
2012-09-24;19;78;1;15
2013-09-24;21;64;0;14
2014-09-24;5;48;0;11
2015-09-24;31;70;1;1
2016-09-24;6;72;0;8
2017-09-24;24;74;0;17
2018-09-24;14;96;0;9
2019-09-24;20;81;0;5
2020-09-24;6;67;0;5
2021-09-24;19;73;1;6
2022-09-24;22;81;3;0
