endDate;heatDays;summerDays;tropicalNights;iceDays
1937-10-27;null;null;null;null
1938-10-27;null;null;null;null
1939-10-27;null;null;null;null
1940-10-27;null;null;null;null
1941-10-27;null;null;null;null
1942-10-27;null;null;null;null
1943-10-27;null;null;null;null
1944-10-27;null;null;null;null
1945-10-27;null;null;null;null
1946-10-27;null;null;null;null
1947-10-27;null;null;null;null
1948-10-27;null;null;null;null
1949-10-27;0;5;0;57
1950-10-27;1;11;0;43
1951-10-27;0;4;0;71
1952-10-27;2;14;0;68
1953-10-27;0;3;0;61
1954-10-27;0;2;0;68
1955-10-27;0;2;0;80
1956-10-27;0;4;0;75
1957-10-27;1;9;0;43
1958-10-27;0;5;0;76
1959-10-27;null;null;null;null
1960-10-27;0;3;0;59
1961-10-27;0;4;0;50
1962-10-27;0;6;0;81
1963-10-27;0;6;0;73
1964-10-27;0;1;0;74
1965-10-27;0;6;0;69
1966-10-27;0;3;0;45
1967-10-27;0;9;0;73
1968-10-27;null;null;null;null
1969-10-27;null;null;null;null
1970-10-27;null;null;null;null
1971-10-27;null;null;null;null
1972-10-27;0;5;0;47
1973-10-27;0;5;0;77
1974-10-27;null;null;null;null
1975-10-27;null;null;null;null
1976-10-27;null;null;null;null
1977-10-27;null;null;null;null
1978-10-27;null;null;null;null
1979-10-27;null;null;null;null
1980-10-27;null;null;null;null
1981-10-27;0;0;0;0
1982-10-27;0;0;0;0
1983-10-27;0;0;0;0
1984-10-27;0;0;0;0
1985-10-27;0;0;0;0
1986-10-27;0;0;0;0
1987-10-27;0;0;0;0
1988-10-27;0;0;0;0
1989-10-27;0;0;0;0
1990-10-27;0;0;0;0
1991-10-27;0;0;0;0
1992-10-27;0;0;0;0
1993-10-27;0;0;0;0
1994-10-27;0;0;0;0
1995-10-27;0;0;0;0
1996-10-27;0;0;0;0
1997-10-27;0;0;0;0
1998-10-27;0;0;0;0
1999-10-27;0;0;0;0
2000-10-27;0;0;0;0
2001-10-27;0;9;0;31
2002-10-27;0;7;0;26
2003-10-27;0;26;0;50
2004-10-27;0;2;0;60
2005-10-27;0;7;0;50
2006-10-27;0;12;0;55
2007-10-27;0;10;0;22
2008-10-27;0;9;0;14
2009-10-27;0;8;0;59
2010-10-27;0;16;0;59
2011-10-27;0;11;0;34
2012-10-27;0;18;0;41
2013-10-27;6;21;0;53
2014-10-27;0;5;0;13
2015-10-27;0;28;0;42
2016-10-27;0;4;0;29
2017-10-27;0;16;0;34
2018-10-27;0;9;0;46
2019-10-27;2;18;0;33
2020-10-27;0;9;0;17
2021-10-27;0;16;0;44
2022-10-27;0;18;0;27
