<<<<<<< HEAD
year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,iceDays,frostDays,snowCoverDays
1951,8.866,720.5,1,23,0,78,7,12
1952,7.866,547.9,2,22,0,105,16,51
1953,9.33,511.1,5,34,0,85,12,31
1954,7.834,791.0,2,13,0,91,32,28
1955,7.751,564.5,0,20,0,111,29,55
1956,7.125,662.4,0,9,0,102,34,47
1957,8.8,615.0,5,19,0,76,11,12
1958,8.349,637.7,0,17,0,94,12,29
1959,9.305,268.8,7,43,0,83,17,19
1960,8.465,752.5,0,12,0,79,22,39
1961,9.01,816.0,2,17,0,70,19,11
1962,7.235,609.1,0,5,0,90,26,33
1963,7.211,475.7,3,16,0,109,67,76
1964,7.978,557.0,6,27,0,93,34,24
1965,7.65,672.7,0,6,0,89,24,31
1966,8.438,772.3,2,24,0,87,31,33
1967,9.263,707.6,1,13,0,61,9,21
1968,8.395,738.5,1,21,0,94,31,30
1969,7.953,605.7,12,35,1,124,50,75
1970,7.799,743.0,0,26,0,103,39,84
1971,8.781,515.7,2,30,0,83,21,31
1972,8.122,550.4,3,20,0,81,20,4
1973,8.598,596.3,6,31,0,86,9,20
1974,9.172,563.1,2,9,0,38,1,2
1975,9.459,418.7,8,40,0,61,5,6
1976,8.58,450.7,7,35,0,93,25,31
1977,8.929,557.0,0,15,0,61,8,13
1978,8.232,673.7,3,20,0,84,26,37
1979,7.73,710.8,5,21,0,93,33,77
1980,7.831,668.4,1,18,0,108,28,41
1981,8.448,762.9,1,22,0,91,25,59
1982,9.1,499.6,10,40,0,79,19,21
1983,9.521,604.8,12,51,0,68,15,32
1984,8.421,663.9,1,18,0,98,17,21
1985,7.815,512.7,2,18,0,97,40,46
1986,8.192,600.3,4,27,0,85,36,49
1987,7.468,742.8,1,11,0,94,38,63
1988,9.493,600.7,0,23,0,70,6,12
1989,9.937,547.5,6,39,0,58,10,2
1990,10.069,732.8,4,25,0,42,5,6
1991,8.796,503.0,5,28,0,84,15,18
1992,9.571,704.5,4,47,0,66,10,3
1993,8.445,757.9,0,23,0,88,18,21
1994,9.608,840.7,18,36,0,57,11,11
1995,9.045,602.6,16,47,0,94,22,19
1996,7.912,290.3,4,26,0,87,37,30
2004,11.458,409.3,3,25,0,24,0,0
2005,9.255,577.7,2,37,0,93,12,35
2006,9.792,586.2,12,48,0,83,18,27
2007,10.164,821.8,4,28,0,51,9,5
2008,9.806,714.9,8,30,0,62,5,3
2009,9.461,644.4,4,39,0,76,19,27
2010,7.89,682.7,11,38,0,113,57,90
2011,9.733,614.2,3,35,0,81,11,12
2012,9.233,584.4,6,35,0,71,23,27
2013,8.978,678.3,6,38,0,99,21,38
2014,10.508,611.6,5,33,0,59,16,11
2015,9.977,715.3,11,36,0,52,3,9
2016,9.72,551.7,9,39,0,84,11,11
2017,9.789,841.7,2,27,0,61,10,10
2018,10.155,400.6,25,77,0,86,17,4
2019,10.385,628.5,16,50,0,65,4,1
2020,10.642,539.4,13,47,0,46,0,0
2021,9.528,654.6,4,42,0,74,14,22
2022,10.47,540.0,24,61,0,66,7,0
2023,11.83,716.3,7,55,0,44,1,5
=======
year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays
1888,6.97,-999.0,-999,-999,-999,-999,-999
1889,7.82,-999.0,-999,-999,-999,-999,-999
1890,7.9,-999.0,-999,-999,-999,-999,-999
1891,7.96,-999.0,-999,-999,-999,-999,-999
1892,7.58,-999.0,-999,-999,-999,-999,-999
1893,8.31,-999.0,-999,-999,-999,-999,-999
1894,8.63,-999.0,-999,-999,-999,-999,-999
1895,7.73,-999.0,-999,-999,-999,-999,-999
1896,8.32,-999.0,-999,-999,-999,-999,-999
1897,8.37,-999.0,-999,-999,-999,-999,-999
1898,8.92,-999.0,-999,-999,-999,-999,-999
1899,8.82,-999.0,-999,-999,-999,-999,-999
1900,8.86,-999.0,-999,-999,-999,-999,-999
1901,8.27,-999.0,-999,-999,-999,-999,-999
1902,7.37,-999.0,-999,-999,-999,-999,-999
1903,8.98,-999.0,-999,-999,-999,-999,-999
1930,8.91,678.0,-999,-999,-999,-999,-999
1931,7.98,780.0,-999,-999,-999,-999,-999
1932,8.88,734.0,-999,-999,-999,-999,-999
1933,8.12,513.0,-999,-999,-999,-999,-999
1934,10.13,449.0,-999,-999,-999,-999,-999
1935,8.92,605.0,-999,-999,-999,-999,-999
1936,8.85,648.0,-999,-999,-999,-999,-999
1937,8.83,661.0,-999,-999,-999,-999,-999
1938,9.32,606.0,-999,-999,-999,-999,-999
1939,9.06,650.0,-999,-999,-999,-999,-999
1940,6.81,628.0,-999,-999,-999,-999,-999
1941,7.41,680.0,-999,-999,-999,-999,-999
1942,7.36,664.0,-999,-999,-999,-999,-999
1950,8.65,-999.0,-999,-999,-999,-999,-999
1951,8.83,720.5,1,23,0,78,7
1952,7.84,547.9,2,22,0,105,16
1953,9.28,511.1,5,34,0,85,12
1954,7.76,791.0,2,13,0,91,32
1955,7.69,564.5,0,20,0,111,29
1956,7.05,662.4,0,9,0,102,34
1957,8.77,615.0,5,19,0,76,11
1958,8.31,637.7,0,17,0,94,12
1959,9.25,268.8,7,43,0,83,17
1960,8.44,752.5,0,12,0,79,22
1961,9.01,816.0,2,17,0,70,19
1962,7.21,609.1,0,5,0,90,26
1963,7.15,475.7,3,16,0,109,67
1964,7.96,557.0,6,27,0,93,34
1965,7.6,672.7,0,6,0,89,24
1966,8.39,772.3,2,24,0,87,31
1967,9.22,707.6,1,13,0,61,9
1968,8.38,738.5,1,21,0,94,31
1969,7.9,605.7,12,35,1,124,50
1970,7.75,743.0,0,26,0,103,39
1971,8.74,515.7,2,30,0,83,21
1972,8.1,550.4,3,20,0,81,20
1973,8.56,596.3,6,31,0,86,9
1974,9.14,563.1,2,9,0,38,1
1975,9.4,418.7,8,40,0,61,5
1976,8.56,450.7,7,35,0,93,25
1977,8.89,557.0,0,15,0,61,8
1978,8.17,673.7,3,20,0,84,26
1979,7.67,710.8,5,21,0,93,33
1980,7.82,668.4,1,18,0,108,28
1981,8.4,762.9,1,22,0,91,25
1982,9.06,499.6,10,40,0,79,19
1983,9.45,604.8,12,51,0,68,15
1984,8.39,663.9,1,18,0,98,17
1985,7.75,512.7,2,18,0,97,40
1986,8.09,600.3,4,27,0,85,36
1987,7.44,742.8,1,11,0,94,38
1988,9.46,600.7,0,23,0,70,6
1989,9.9,547.5,6,39,0,58,10
