<<<<<<< HEAD
year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,iceDays,frostDays,snowCoverDays
1860,7.431,0.0,0,0,0,366,366,0
1861,8.298,0.0,0,0,0,365,365,0
1862,8.15,0.0,0,0,0,365,365,0
1863,9.342,0.0,0,0,0,365,365,0
1864,6.393,0.0,0,0,0,366,366,0
1865,8.287,0.0,0,0,0,365,365,0
1866,8.98,0.0,0,0,0,365,365,0
1867,7.92,148.0,0,0,0,365,365,0
1868,9.606,597.8,17,67,8,100,69,0
1869,8.463,692.9,9,30,1,79,23,0
1870,6.774,628.5,9,33,2,105,61,0
1871,6.605,532.3,5,30,0,111,60,0
1872,9.749,611.8,3,25,0,64,15,0
1873,9.018,574.4,10,46,1,73,18,0
1874,8.642,555.8,10,47,2,96,30,0
1875,7.351,711.8,6,43,2,118,60,0
1876,8.213,0.0,5,45,0,91,41,0
1877,8.543,0.0,7,39,7,89,42,0
1878,8.881,751.6,2,31,0,94,50,0
1879,7.216,676.3,1,27,0,123,58,0
1880,8.742,833.9,3,35,0,91,20,0
1881,7.253,581.4,6,35,3,116,35,0
1882,8.788,845.2,0,23,0,74,16,0
1883,7.948,674.4,2,37,0,99,27,0
1884,8.765,565.4,4,31,0,79,11,0
1885,8.399,489.3,10,44,1,95,25,0
1886,8.516,710.1,8,48,0,106,34,0
1887,3.752,109.2,0,0,0,42,32,13
1888,6.883,735.3,0,21,0,121,52,63
1889,7.458,737.8,2,22,0,125,63,81
1890,7.645,700.0,2,20,0,107,55,64
1891,7.905,723.9,0,14,0,116,39,70
1892,8.002,490.9,9,35,4,115,50,74
1893,7.853,571.9,1,23,2,92,41,54
1894,8.172,702.5,1,14,0,84,24,50
1895,7.628,643.1,2,30,2,123,68,101
1896,7.839,599.7,0,22,0,113,33,70
1897,8.121,723.8,1,25,0,96,35,65
1898,9.071,723.6,1,21,1,64,10,30
1899,8.445,780.3,0,18,0,87,32,46
1900,8.836,741.6,3,27,0,68,21,58
1901,8.085,755.1,1,26,1,97,34,28
1902,7.228,668.5,0,19,0,88,26,30
1903,8.866,675.1,0,20,0,68,18,20
1904,8.814,474.5,4,26,1,73,18,30
1905,8.32,735.2,3,27,2,83,16,39
1906,8.822,645.9,2,27,0,85,27,50
1907,8.226,691.4,0,15,0,88,30,58
1908,7.886,565.2,3,25,0,88,28,39
1909,7.939,572.6,0,13,0,104,32,65
1910,8.866,855.8,0,18,0,68,5,18
1911,9.584,523.9,10,45,3,69,11,36
1912,7.935,865.9,0,20,0,74,23,34
1913,8.799,772.4,0,14,0,77,14,22
1914,8.895,629.2,0,30,2,60,20,41
1915,8.365,895.5,3,23,2,85,18,56
1916,9.033,889.4,0,11,0,50,6,24
1917,0.0,712.4,0,0,0,365,365,78
1918,0.0,789.3,0,0,0,365,365,24
1919,0.0,756.0,0,0,0,365,365,76
1920,0.0,775.4,0,0,0,366,366,25
1921,0.0,588.8,0,0,0,365,365,5
1922,0.0,841.0,0,0,0,365,365,66
1923,0.0,753.7,0,0,0,365,365,34
1924,0.0,606.0,0,0,0,366,366,48
1925,0.0,690.7,0,0,0,365,365,32
1926,0.0,904.9,0,0,0,365,365,24
1927,8.357,787.2,1,21,0,79,27,18
1928,8.707,638.3,5,29,2,75,21,28
1929,7.788,523.6,6,33,2,99,62,70
1930,9.32,947.0,3,22,0,81,10,9
1931,8.17,727.0,6,33,0,121,35,55
1932,8.919,604.5,10,42,3,100,22,16
1933,7.762,547.6,3,27,0,103,44,53
1934,10.674,574.3,7,53,0,50,11,12
1935,9.081,745.7,11,39,2,77,30,32
1936,9.138,701.8,1,31,0,70,11,16
1937,9.302,696.2,6,44,2,95,31,25
1938,9.393,856.7,4,40,0,68,22,18
1939,8.861,1013.7,1,43,1,93,22,47
1940,6.936,651.7,1,31,0,129,65,105
1943,8.821,362.4,12,37,4,102,24,30
1944,8.254,655.2,18,54,0,99,27,57
1947,7.902,0.0,19,59,1,112,59,0
1948,9.053,601.2,2,30,0,90,18,0
1949,9.038,687.6,1,34,0,90,15,0
1950,8.547,616.9,6,32,0,98,34,0
1951,8.859,600.2,1,30,0,86,20,29
1952,7.717,739.6,7,33,2,115,38,73
1953,9.121,591.7,0,39,0,95,35,52
1954,7.369,851.5,1,16,0,101,41,58
1955,7.318,695.5,0,25,0,111,40,72
1956,6.385,801.5,0,16,0,117,54,67
1957,8.475,718.8,8,25,2,90,19,44
1958,8.169,795.6,1,23,0,99,19,57
1959,8.719,585.0,4,30,2,95,30,41
1960,8.121,633.0,3,17,0,93,30,41
1961,8.781,636.0,3,29,0,69,24,46
1962,7.225,522.0,3,23,0,105,36,55
1963,7.224,574.6,8,36,2,112,70,88
1964,7.951,663.4,7,42,1,107,41,54
1965,7.445,706.3,1,17,0,115,36,82
1966,8.513,710.4,2,27,1,90,34,70
1967,9.071,768.7,3,34,0,76,23,43
1968,8.132,681.9,3,30,0,97,37,62
1969,7.464,553.8,6,37,1,130,60,99
1970,7.486,721.4,4,33,0,110,43,99
1971,8.5,689.1,11,41,0,84,25,54
1972,8.055,502.2,10,26,1,85,22,44
1973,8.298,546.2,2,39,0,104,16,54
1974,8.874,863.6,4,19,1,53,2,15
1975,9.145,542.2,4,51,0,72,11,18
1976,8.131,520.7,10,39,1,97,32,59
1977,8.595,785.8,1,27,0,74,21,56
1978,7.834,789.5,1,20,0,93,24,51
1979,7.935,623.9,4,33,0,105,29,77
1980,7.168,741.4,0,14,1,114,36,72
1981,8.326,922.2,2,32,0,104,40,95
1982,9.184,399.2,5,54,0,85,21,31
1983,9.399,642.1,10,56,0,78,25,55
1984,7.927,573.0,5,18,1,106,20,33
1985,7.387,650.1,2,26,0,103,54,84
1986,7.88,765.0,3,30,0,86,47,71
1987,7.195,741.4,0,14,1,102,52,67
1988,8.861,742.7,4,25,0,85,12,45
1989,9.627,546.9,5,35,0,76,9,22
1990,9.573,573.4,4,30,0,55,15,25
1991,8.284,531.1,4,30,1,99,25,42
1992,9.616,562.9,13,50,2,72,14,33
1993,8.62,864.6,1,33,0,94,30,70
1994,9.681,708.3,19,40,5,67,12,31
1995,8.757,746.1,9,51,0,103,34,55
1996,6.779,580.5,1,21,0,126,62,69
1997,8.467,741.6,1,34,0,109,22,50
1998,9.02,640.8,6,32,1,69,29,43
1999,9.356,505.4,2,38,1,88,22,43
2000,10.09,671.9,8,33,1,60,16,28
2001,8.688,778.0,2,28,1,101,30,49
2002,9.38,737.8,6,45,0,83,30,41
2003,9.136,405.6,14,59,1,107,27,51
2004,8.837,632.0,3,32,0,93,26,47
2005,8.813,656.2,4,40,1,100,40,72
